CDSContactID,CDSStatus,RegistrationStatus,RequestedDate,CDSContactType,LanguageCode,TradingApp,PayingApp,BuyingApp,Satisfaction_TradingApp,Satisfaction_PayingApp,Satisfaction_BuyingApp
4b68e0b3-c996-4495-ab8c-5510e53606d6,Inactive,Invited,44671.82713,Customer,en,No Access,Registered,NULL,,2,1
3f47629e-bbdd-4729-a89b-2dc991b3c146,Inactive,Invited,44203.13131,Consultant,en,No Access,NULL,NULL,,1,1
48e8be3c-ecb2-4158-b6dd-4f35d205745e,Inactive,Invited,42646.78482,Consultant,en,No Access,Registered,NULL,,3,4
3fefeaae-8576-4bd4-b885-96981227e622,Active,Activated,45062.5541,Customer,pt,No Access,Registered,NULL,,1,1
47eac508-2965-40a2-977f-8a5c0f4e7bf6,Inactive,Invited,45145.5965,Customer,pt,No Access,Registered,NULL,,1,3
48d956f9-470e-444a-811c-3fc823d45701,Inactive,Invited,42472.78733,Customer,en,No Access,Registerred,NULL,,1,4
401c8616-50ab-4152-a098-bd74930cd94f,Active,Activated,42634.88782,Customer,en,No Access,Registered,NULL,,1,1
43df58fe-6863-4de7-b70e-973d548de97d,Active,Activated,44211.76573,Customer,en,No Access,NULL,NULL,,,1
4524e91b-fabd-408c-b6ee-4792332915aa,Active,Activated,45083.24563,Customer,es,No Access,NULL,NULL,,,5
434a14d7-8682-4915-bd2b-2905846e3f09,Inactive,Invited,44065.58513,Customer,en,No Access,NULL,NULL,5,,5
3b1c8036-a8b1-468a-ae55-52e40bc4921e,Active,Activated,45267.84098,Customer,en,No Access,NULL,NULL,,,3
4401b018-bac7-4724-a2e7-34f900bb06e4,Inactive,Invited,44873.57543,Customer,en,No Access,NULL,NULL,,,2
c6374bf7-9038-4e75-aa3f-4c0de9acc19d,Inactive,Invited,45112.8898,Customer,es,Access Requested,Pending Deactivation,NULL,,1,3
c66ef97f-f4d3-4064-b99c-716fb2390dce,Active,Activated,43913.9576,Customer,fr,Access Requested,Pending Deactivation,NULL,2,1,5
c58d5224-c739-44e0-8860-a3ac0e1e18dc,Active,Activated,44516.8137,Introducing Broker,en,Access Requested,Pending Deactivation,NULL,,1,
c37cbdf3-fc9f-46d8-9ea9-fd010bad5f26,Active,Activated,44104.9655,Customer,en,Access Requested,Registered,NULL,,2,1
bd2b9aa8-86bb-4b5a-8886-9115d6472eaa,Inactive,Invited,45143.16955,Customer,pt,Access Requested,Registered,NULL,,3,4
c3f22df4-231f-451a-97d8-5ee80e6f5f32,Inactive,Invited,45143.06539,Consultant,pt,Access Requested,Pending Deactivation,NULL,3,2,2
bd35c2ec-c71c-4ae9-98c9-5c298d11b7a3,Active,Activated,43130.7719,Customer,en,Access Requested,Registered,NULL,,1,2
c245fc79-bcff-498e-b7a6-23084214bf8d,Inactive,Invited,44203.18298,Customer,en,Access Requested,NULL,NULL,1,,2
bd2d037a-f926-4c06-b1c7-670ac7ad3985,Inactive,Invited,44606.8438,Customer,pt,Access Requested,NULL,NULL,,,3
